alpha,beta,A,omega
1.6584077019516965,0.05164429334286809,1.0,1.3002635830057647
1.1363117632374211,0.11806431715748962,1.0,1.1000463451422635
0.5336256567665083,0.22717890261401658,1.0,0.8219564896636978
1.8493311730010726,0.23315520587017785,1.0,1.4124635133942165
1.5912251179718169,0.1537716007665713,1.0,1.2989735826609115
0.7810654031568072,0.21134778628715267,1.0,0.9555928890412891
0.7767608480382537,0.17752904254391336,1.0,0.942187083135934
1.107536789523772,0.024440946185256267,1.0,1.0596284164222651
0.9538190073458775,0.22831593504371717,1.0,1.0471468219634728
1.1939861062909949,0.21822197384918587,1.0,1.1534187617455927
1.6337183607352899,0.11558185412731482,1.0,1.306122896041893
1.0596973161613055,0.07832665221422998,1.0,1.0529251985754728
0.9230790954881429,0.29367423762815675,1.0,1.0519626866033513
0.6910810399395889,0.11060475358819531,1.0,0.8718996564583628
1.296746183739622,0.20154395010908302,1.0,1.19277456066006
0.9205743696992545,0.0872248257805919,1.0,0.9874663973078398
0.6930970236459102,0.19587416004599323,1.0,0.9030605592509596
0.9009438040113273,0.014880790829634085,1.0,0.9540672399154311
0.77886007527907,0.031506685012319534,1.0,0.8936172298091447
1.5312035534887385,0.25143266016590665,1.0,1.2993648317899136
1.2023102486318262,0.285985748340116,1.0,1.175181407844933
0.8369764369103547,0.16499755327231413,1.0,0.9695874935793836
1.9510729934135373,0.07158680101223515,1.0,1.4127330760077024
1.749650133099022,0.14469027206669405,1.0,1.3564960571784592
1.311243165604231,0.04427569855608273,1.0,1.1571151529566028
1.6755481449335772,0.01516626998641107,1.0,1.2980859230709978
1.7634948357300606,0.2716663353892381,1.0,1.3904266594640418
0.8339504011420381,0.0922019399939286,1.0,0.944233347027229
1.6846456710608237,0.20911118527404365,1.0,1.3473455985221836
1.378853224809264,0.24405084623795315,1.0,1.2374914156098153
0.6225180106453432,0.20206341632908664,1.0,0.8653367239699367
0.6149362196666422,0.10535894323005335,1.0,0.825097302859139
1.6321154269735731,0.09927101616703064,1.0,1.301598944405675
0.9612640032545623,0.0340141363147248,1.0,0.9912229004877083
1.7890866318475382,0.22270747464377982,1.0,1.3886247885947811
1.5365849634334103,0.25385320877065104,1.0,1.3020150609401826
1.8798322785777406,0.2758203881754098,1.0,1.4325571615776356
1.319572754303859,0.1316005057422977,1.0,1.1839860938342117
1.9258266601987233,0.2632069711065749,1.0,1.445797709619272
0.5216669473427081,0.2637637568480356,1.0,0.8285645993962875
1.5321696533981173,0.2784520753452488,1.0,1.3062167509601528
1.0365843328918651,0.27573426221616454,1.0,1.0995081840427419
1.224471757853232,0.1576514426385873,1.0,1.1502190702219943
1.3245606251294881,0.17433801641549704,1.0,1.1972977429984464
1.474971420650297,0.17180033618616716,1.0,1.2579136022663289
0.7348242271518641,0.11963608662432616,1.0,0.899775961721621
1.2467721356089887,0.28885931124213743,1.0,1.19470046670089
1.5576718990772576,0.02501346606318435,1.0,1.2543146795628073
0.7550008318567243,0.09455387214783963,1.0,0.9022732412906437
0.5911814011349582,0.29542736555715765,1.0,0.8808084380886583
1.7375710847221324,0.01924993249059899,1.0,1.3227253276961006
0.9846025466175381,0.06662055107374446,1.0,1.0130352368198396
0.8604866110087643,0.22351953959050969,1.0,1.0000931572872764
0.9142111552077762,0.093988086534261,1.0,0.9863841590839186
1.8975204005103659,0.06902993173900121,1.0,1.3930772081429088
1.4559446525351334,0.2027904158604782,1.0,1.2580495468970736
1.896746046233939,0.10425140750334666,1.0,1.4006795407670987
1.695898111240036,0.05602367779283512,1.0,1.3156416342836517
1.8058015923559476,0.1729058825928985,1.0,1.3834260981261375
0.6326428582311177,0.27293381082672097,1.0,0.89622903880527
0.668236288248149,0.28334988079656515,1.0,0.9194182746421794
1.851190194640044,0.20965939088227536,1.0,1.4079159470442353
1.5749298382413581,0.06552798589973713,1.0,1.2711745865256643
1.6644996556333642,0.1669790179222851,1.0,1.3299855419645705
1.293738374536172,0.1385545503880659,1.0,1.1748765758702968
0.9119995113410919,0.10242137165189576,1.0,0.987933635738518
1.1647989298931296,0.022952510837977405,1.0,1.0858840864322792
1.9377725716618581,0.11279657202112457,1.0,1.4171345840021903
1.7655543215695109,0.05007525687097931,1.0,1.340466842974444
1.0355028348605406,0.016603187761429886,1.0,1.0226826620273926
1.2647447782515289,0.2925026170970218,1.0,1.2031454250992135
1.4386145193685942,0.29914505053455764,1.0,1.274982421821059
1.271670761617878,0.051741684693556105,1.0,1.1419322723136214
1.0591989170375549,0.1549429855176637,1.0,1.075192207461575
1.3515227641895489,0.220626133213509,1.0,1.2204155429393677
1.3764621529290626,0.10107575609830095,1.0,1.1998476988728615
1.1413847630878893,0.12682264528019432,1.0,1.1048298133142547
0.6535839692446229,0.22942194634426294,1.0,0.8927332668327014
1.4941875887676301,0.2664853031337306,1.0,1.2886973668112354
1.772847297071738,0.19180187735970258,1.0,1.375762868528422
0.7592595850195745,0.2053106039362348,1.0,0.9421139593911775
1.4474042402190055,0.05075242577212295,1.0,1.2161926271469428
1.086096861554259,0.16206421464992204,1.0,1.0896728847275499
