alpha,beta,delta,F0,omega_ext,A,max_residual
0.9996964715074048,0.2586302976019089,0.13871892196604524,1.2834447428974838,1.4692919209536743,1.0199879637777043,2.588756031569733e-10
1.4031821490234542,0.040981458904639424,0.17126665731013024,0.6007273606585583,1.3001735669155043,1.592439833139616,2.6733416130054314e-11
0.9267591355764657,0.2685993798539901,0.08069220787499642,0.13138655890865425,1.3669237507586702,0.1385701102238581,6.792312459535857e-13
0.5298715414352,0.08759520695267656,0.08099764339745717,1.1004789214705943,1.3620064131604566,0.8245918242555991,4.439386101688797e-12
1.8872734361619383,0.1244125467206428,0.024655427853552583,0.35836736650531664,1.4448198146619313,1.4001487938236685,3.6465424112484585e-12
1.669132275223596,0.13570668032817904,0.16652369357297167,1.1071416371524518,0.9200985014873224,1.3430462494910729,3.356630875579072e-11
0.5215633173203804,0.04479933734588172,0.19994138366565228,0.2898016877844082,0.875624490658543,0.9549321212636719,4.7916523429483913e-11
1.2830397189274612,0.023314443635914502,0.11604108652182002,0.10090976377582982,0.91321334165856,0.2186964666886966,2.70167737823225e-13
1.1677507463559675,0.11870733713518303,0.17098715007366766,0.4174211672172484,0.8101645623476297,0.789230025268416,1.4719406297615424e-11
1.0301737149539971,0.2365297574923049,0.1534407134040936,0.21476061146620412,0.9597861717066882,1.2366745068346452,2.113055702850974e-10
1.611612695075859,0.1351779395112304,0.17545798534418947,1.2948016288168058,1.4302215400090306,1.686173920836489,5.877293664256327e-11
1.5159876003298811,0.06507428896738236,0.18761194712208357,0.1563583864884268,1.2868767511152415,0.560109036203006,1.710935436370347e-11
0.7928462413881838,0.11082935311103947,0.13103447477864752,0.7536529940160156,1.136371774066165,1.2792572706234033,5.035417874825976e-11
0.5662566142086565,0.05536838597255834,0.14791975021964357,1.0514653602957638,1.3975585136792803,0.7493183767673228,2.401531484248e-11
1.8010876479437918,0.20282342051468533,0.17529430669148777,0.22880294310358085,1.3846826561887928,0.8407291293324454,4.343888321853638e-12
1.102499958212074,0.14669435579094106,0.1925491159112417,0.8020281809440879,1.494032403206616,0.6868757288373301,9.017766179594028e-12
0.9725450310743498,0.17513673320240497,0.17760818858908006,1.1981962712894996,1.0615564309253283,1.4048438379431827,1.4504278100874943e-11
1.3769086233552448,0.19684939471810914,0.15128259964275673,0.9345353458567556,1.4332717047759662,1.1884540793114187,3.2920017621415567e-10
0.8589522980616806,0.11177101905936096,0.05422461316649085,0.9231796543901952,1.0779269823356774,1.5498595527695502,3.887052914954393e-10
1.619608841646103,0.05539270100946253,0.16481804684966947,1.4663620585591088,1.235980565989562,2.4815295972837657,2.4198566680398996e-10
0.5244125962921369,0.11604555161767666,0.07728656157381054,0.3154450099565589,1.1576085265706584,0.384398071882799,6.002494126278365e-14
0.5856807878141261,0.1660329064403878,0.07309815832624891,0.30892957180595065,1.2864912632961507,0.28776898073244284,3.0668755332996146e-12
0.69035907698821,0.0516808500189971,0.04791669421603433,0.361684811097604,1.2772829851669583,0.3835091091985034,7.351627753482945e-14
1.1709501810052099,0.11264421033682938,0.11806875852276556,0.8669383354803372,1.1348009326217134,1.7194248308207518,9.56582664659231e-11
